1,2,3,4,5,6,7,8,9,10,11,12,plateID
0.152,1.932,1.928,1.727,1.568,1.189,0.858,0.563,0.420,0.257,0.291,0.248,Plate3_CD_BMin
0.116,0.125,0.118,0.149,0.112,0.147,0.124,0.136,0.139,0.120,0.164,0.162,Plate3_CD_BMin
0.065,0.040,0.052,0.060,0.048,0.064,0.073,0.076,0.057,0.058,0.071,0.060,Plate4_AB_120Min
0.104,1.684,1.694,1.545,1.336,1.039,0.768,0.481,0.308,0.195,0.139,0.108,Plate4_AB_120Min
0.096,1.555,1.373,1.240,0.967,0.729,0.445,0.292,0.201,0.127,0.109,0.091,Plate4_AB_120Min
0.081,1.496,1.466,1.231,0.947,0.747,0.477,0.301,0.246,0.144,0.129,0.094,Plate4_AB_120Min
0.095,1.648,1.465,1.234,1.021,0.764,0.488,0.336,0.213,0.141,0.121,0.104,Plate4_AB_120Min
0.105,1.641,1.338,1.202,0.984,0.688,0.460,0.314,0.196,0.143,0.121,0.087,Plate4_AB_120Min
0.094,1.744,1.692,1.576,1.315,1.074,0.725,0.471,0.299,0.184,0.159,0.142,Plate4_AB_120Min
0.107,0.064,0.089,0.086,0.067,0.074,0.076,0.068,0.076,0.078,0.080,0.073,Plate4_AB_120Min
0.078,0.069,0.055,0.089,0.112,0.092,0.078,0.096,0.106,0.095,0.115,0.115,Plate5_AB_AParallelism
0.146,2.121,2.144,1.879,1.682,1.307,1.072,0.664,0.413,0.277,0.234,0.226,Plate5_AB_AParallelism
0.143,1.685,1.619,1.610,1.437,1.232,1.054,0.698,0.443,0.300,0.201,0.154,Plate5_AB_AParallelism
0.158,1.933,1.827,1.580,1.276,0.925,0.651,0.453,0.313,0.219,0.179,0.153,Plate5_AB_AParallelism
0.136,1.990,1.842,1.573,1.264,0.935,0.650,0.434,0.287,0.218,0.163,0.135,Plate5_AB_AParallelism
0.150,1.656,1.791,1.645,1.538,1.253,1.041,0.722,0.493,0.285,0.219,0.186,Plate5_AB_AParallelism
0.143,2.054,1.956,1.852,1.741,1.403,0.982,0.630,0.406,0.279,0.204,0.247,Plate5_AB_AParallelism
0.151,0.133,0.137,0.115,0.122,0.107,0.122,0.112,0.126,0.122,0.107,0.103,Plate5_AB_AParallelism
0.009,0.018,0.009,0.013,0.029,0.022,0.030,0.019,0.023,0.021,0.022,0.022,Plate6_CD_120Min
0.054,1.435,1.266,1.198,0.982,0.741,0.500,0.286,0.228,0.102,0.086,0.073,Plate6_CD_120Min
0.045,1.259,1.026,0.905,0.680,0.463,0.278,0.159,0.117,0.070,0.072,0.060,Plate6_CD_120Min
0.054,1.239,1.039,0.824,0.666,0.489,0.316,0.191,0.116,0.082,0.061,0.062,Plate6_CD_120Min
0.058,1.234,0.985,0.883,0.664,0.467,0.309,0.183,0.122,0.091,0.067,0.091,Plate6_CD_120Min
0.057,1.352,1.081,0.882,0.711,0.493,0.338,0.232,0.127,0.097,0.067,0.057,Plate6_CD_120Min
0.053,1.309,1.233,1.148,0.967,0.705,0.476,0.281,0.181,0.114,0.093,0.091,Plate6_CD_120Min
0.053,0.055,0.053,0.059,0.062,0.057,0.041,0.053,0.055,0.033,0.053,0.054,Plate6_CD_120Min
0.000,0.009,0.015,0.030,0.025,0.035,0.028,0.037,0.031,0.038,0.025,0.033,Plate7_CD_Bmin
0.049,1.437,1.384,1.207,1.013,0.737,0.497,0.307,0.169,0.106,0.101,0.091,Plate7_CD_Bmin
0.052,1.262,1.304,1.417,1.459,1.418,1.244,0.863,0.583,0.333,0.221,0.201,Plate7_CD_Bmin
0.057,1.207,1.123,0.983,0.656,0.489,0.311,0.179,0.125,0.086,0.090,0.089,Plate7_CD_Bmin
0.067,1.286,1.121,0.910,0.704,0.490,0.303,0.195,0.119,0.090,0.083,0.082,Plate7_CD_Bmin
0.061,1.153,1.388,1.365,1.422,1.363,1.266,0.890,0.598,0.345,0.225,0.229,Plate7_CD_Bmin
0.056,1.415,1.371,1.238,0.964,0.798,0.475,0.284,0.202,0.121,0.122,0.103,Plate7_CD_Bmin
0.065,0.056,0.045,0.051,0.052,0.054,0.052,0.047,0.064,0.047,0.048,0.061,Plate7_CD_Bmin
0.015,0.012,0.013,0.024,0.020,0.024,0.032,0.021,0.026,0.027,0.029,0.030,Plate8_AB_AParallelism
0.055,1.806,1.751,1.695,1.545,1.259,0.917,0.502,0.279,0.175,0.121,0.094,Plate8_AB_AParallelism
0.068,1.558,1.529,1.452,1.318,1.168,0.911,0.577,0.364,0.208,0.152,0.086,Plate8_AB_AParallelism
0.059,1.694,1.626,1.365,1.111,0.844,0.512,0.291,0.182,0.124,0.078,0.067,Plate8_AB_AParallelism
0.063,1.841,1.563,1.357,1.150,0.851,0.509,0.311,0.184,0.115,0.083,0.069,Plate8_AB_AParallelism
0.052,1.678,1.586,1.438,1.303,1.179,0.823,0.538,0.312,0.192,0.131,0.095,Plate8_AB_AParallelism
0.053,2.038,1.902,1.732,1.486,1.138,0.873,0.527,0.307,0.180,0.106,0.100,Plate8_AB_AParallelism
0.056,0.051,0.047,0.060,0.048,0.050,0.045,0.049,0.050,0.048,0.049,0.052,Plate8_AB_AParallelism
0.047,0.053,0.039,0.055,0.054,0.054,0.059,0.085,0.080,0.057,0.060,0.070,Plate9_CD_Bmin
0.093,1.739,1.698,1.632,1.450,1.152,0.789,0.457,0.294,0.166,0.142,0.155,Plate9_CD_Bmin
0.091,1.867,1.807,1.845,1.770,1.671,1.283,0.921,0.626,0.333,0.234,0.244,Plate9_CD_Bmin
0.113,1.702,1.555,1.375,1.140,0.760,0.512,0.295,0.197,0.162,0.107,0.126,Plate9_CD_Bmin
0.107,1.694,1.545,1.424,1.089,0.749,0.527,0.327,0.230,0.144,0.104,0.127,Plate9_CD_Bmin
0.113,1.902,2.055,1.863,1.872,1.700,1.356,0.971,0.571,0.340,0.276,0.307,Plate9_CD_Bmin
0.103,1.992,1.953,1.808,1.518,1.140,0.810,0.511,0.314,0.202,0.166,0.170,Plate9_CD_Bmin
0.092,0.088,0.080,0.093,0.094,0.080,0.093,0.102,0.094,0.089,0.080,0.094,Plate9_CD_Bmin
0.049,0.036,0.040,0.059,0.071,0.067,0.051,0.052,0.049,0.049,0.051,0.062,Plate10_AB_AParallelism
0.076,1.729,1.773,1.657,1.387,1.185,0.875,0.546,0.336,0.209,0.131,0.099,Plate10_AB_AParallelism
0.077,1.519,1.481,1.396,1.335,1.152,0.886,0.595,0.364,0.235,0.163,0.102,Plate10_AB_AParallelism
0.080,1.683,1.508,1.363,1.094,0.934,0.594,0.410,0.241,0.158,0.146,0.104,Plate10_AB_AParallelism
0.083,1.768,1.451,1.366,1.141,0.855,0.528,0.349,0.221,0.147,0.121,0.082,Plate10_AB_AParallelism
0.117,1.576,1.543,1.473,1.378,1.193,0.905,0.610,0.364,0.248,0.177,0.118,Plate10_AB_AParallelism
0.114,1.863,1.780,1.720,1.453,1.250,0.841,0.571,0.339,0.184,0.137,0.107,Plate10_AB_AParallelism
0.095,0.073,0.072,0.073,0.068,0.085,0.085,0.076,0.087,0.069,0.090,0.081,Plate10_AB_AParallelism
0.040,0.030,0.025,0.050,0.051,0.047,0.060,0.059,0.078,0.068,0.070,0.058,Plate11_AB_Bparallelism
0.093,1.912,1.852,1.732,1.468,1.247,0.867,0.554,0.335,0.203,0.159,0.111,Plate11_AB_Bparallelism
0.080,1.846,1.873,1.838,1.924,1.844,1.651,1.410,0.992,0.610,0.363,0.230,Plate11_AB_Bparallelism
0.085,1.756,1.546,1.332,1.183,0.867,0.537,0.364,0.222,0.137,0.119,0.097,Plate11_AB_Bparallelism
0.088,1.829,1.614,1.390,1.126,0.770,0.572,0.365,0.224,0.157,0.111,0.094,Plate11_AB_Bparallelism
0.074,1.903,2.018,1.987,1.851,1.822,1.619,1.385,0.977,0.610,0.349,0.192,Plate11_AB_Bparallelism
0.093,1.909,1.804,1.539,1.473,1.116,0.796,0.525,0.319,0.218,0.155,0.127,Plate11_AB_Bparallelism
0.087,0.082,0.079,0.091,0.095,0.088,0.069,0.074,0.077,0.077,0.082,0.079,Plate11_AB_Bparallelism
0.045,0.036,0.052,0.050,0.052,0.061,0.066,0.067,0.063,0.057,0.065,0.077,Plate12_AB_Bparallelism
0.094,2.268,2.104,1.902,1.606,1.364,1.028,0.677,0.411,0.250,0.166,0.121,Plate12_AB_Bparallelism
0.079,2.174,2.216,2.139,1.995,1.875,1.623,1.209,0.797,0.483,0.277,0.167,Plate12_AB_Bparallelism
0.087,1.849,1.728,1.490,1.250,0.993,0.664,0.421,0.262,0.177,0.132,0.105,Plate12_AB_Bparallelism
0.092,1.885,1.760,1.538,1.301,0.923,0.676,0.399,0.249,0.194,0.127,0.106,Plate12_AB_Bparallelism
0.089,2.115,2.231,2.088,2.026,1.944,1.642,1.187,0.833,0.440,0.261,0.185,Plate12_AB_Bparallelism
0.090,2.163,2.077,1.950,1.743,1.359,1.039,0.688,0.394,0.251,0.164,0.120,Plate12_AB_Bparallelism
0.088,0.090,0.070,0.074,0.072,0.076,0.084,0.077,0.082,0.074,0.076,0.075,Plate12_AB_Bparallelism
0.013,0.022,0.033,0.027,0.029,0.021,0.025,0.035,0.036,0.030,0.040,0.040,Plate13_AB_Bmin
0.055,1.685,1.503,1.396,1.168,0.905,0.622,0.395,0.248,0.147,0.112,0.149,Plate13_AB_Bmin
0.070,1.669,1.627,1.729,1.577,1.373,1.096,0.815,0.519,0.304,0.297,0.272,Plate13_AB_Bmin
0.056,1.512,1.400,1.127,0.854,0.622,0.422,0.249,0.157,0.155,0.095,0.095,Plate13_AB_Bmin
0.063,1.555,1.270,1.076,0.788,0.580,0.368,0.241,0.148,0.123,0.080,0.133,Plate13_AB_Bmin
0.065,1.693,1.649,1.672,1.477,1.368,1.148,0.816,0.495,0.288,0.221,0.272,Plate13_AB_Bmin
0.070,1.798,1.695,1.455,1.199,0.913,0.613,0.416,0.219,0.164,0.126,0.159,Plate13_AB_Bmin
0.054,0.048,0.054,0.046,0.044,0.046,0.052,0.054,0.061,0.062,0.057,0.058,Plate13_AB_Bmin
0.093,0.068,0.091,0.094,0.090,0.094,0.105,0.087,0.100,0.113,0.092,0.087,Plate14_AB_Bparallelism
0.137,2.295,2.093,2.038,1.808,1.346,1.100,0.739,0.492,0.303,0.206,0.209,Plate14_AB_Bparallelism
0.142,1.977,1.728,1.590,1.365,0.979,0.723,0.447,0.310,0.217,0.191,0.164,Plate14_AB_Bparallelism
0.173,2.255,2.211,2.148,2.190,1.894,1.772,1.348,0.832,0.584,0.349,0.271,Plate14_AB_Bparallelism
0.161,2.148,2.157,2.122,2.058,1.859,1.613,1.363,0.825,0.537,0.351,0.337,Plate14_AB_Bparallelism
0.163,1.984,1.904,1.560,1.303,0.926,0.659,0.447,0.319,0.237,0.192,0.153,Plate14_AB_Bparallelism
0.144,2.075,1.974,1.704,1.604,1.392,0.985,0.648,0.436,0.306,0.201,0.267,Plate14_AB_Bparallelism
0.138,0.115,0.096,0.149,0.115,0.117,0.104,0.143,0.112,0.103,0.119,0.115,Plate14_AB_Bparallelism
0.099,0.072,0.088,0.099,0.105,0.090,0.105,0.100,0.091,0.079,0.091,0.111,Plate15_CD_Bparallelism
0.128,2.081,1.927,1.764,1.428,1.181,0.805,0.488,0.325,0.211,0.212,0.200,Plate15_CD_Bparallelism
0.125,2.117,2.085,1.926,1.976,1.799,1.434,0.890,0.564,0.372,0.405,0.341,Plate15_CD_Bparallelism
0.126,1.802,1.644,1.403,1.043,0.749,0.511,0.325,0.220,0.161,0.163,0.172,Plate15_CD_Bparallelism
0.127,1.832,1.626,1.351,1.107,0.799,0.526,0.321,0.245,0.166,0.145,0.175,Plate15_CD_Bparallelism
0.172,2.146,2.013,2.035,1.880,1.894,1.416,0.943,0.620,0.416,0.440,0.411,Plate15_CD_Bparallelism
0.124,2.126,1.906,1.733,1.429,1.148,0.825,0.511,0.322,0.218,0.215,0.237,Plate15_CD_Bparallelism
0.130,0.103,0.134,0.099,0.089,0.100,0.105,0.120,0.128,0.099,0.121,0.130,Plate15_CD_Bparallelism
0.059,0.049,0.071,0.082,0.078,0.074,0.081,0.089,0.093,0.066,0.065,0.087,Plate16_CD_120Min
0.110,1.952,1.865,1.781,1.496,1.083,0.776,0.560,0.346,0.288,0.265,0.216,Plate16_CD_120Min
0.148,1.666,1.567,1.277,1.070,0.765,0.515,0.322,0.290,0.206,0.173,0.129,Plate16_CD_120Min
0.136,1.644,1.511,1.331,1.067,0.755,0.509,0.331,0.253,0.200,0.196,0.148,Plate16_CD_120Min
0.158,1.832,1.588,1.332,1.046,0.759,0.472,0.332,0.256,0.227,0.192,0.165,Plate16_CD_120Min
0.108,1.665,1.593,1.193,0.980,0.714,0.451,0.315,0.263,0.180,0.196,0.164,Plate16_CD_120Min
0.143,1.958,1.833,1.611,1.361,1.051,0.732,0.498,0.323,0.288,0.270,0.202,Plate16_CD_120Min
0.140,0.113,0.105,0.116,0.106,0.097,0.090,0.096,0.100,0.092,0.086,0.112,Plate16_CD_120Min
1.340,1.379,1.404,1.387,1.349,1.369,1.251,1.286,1.283,1.237,1.198,1.164,Plate17_CD_Uniformity
1.470,1.549,1.507,1.533,1.362,1.418,1.435,1.374,1.361,1.313,1.196,1.159,Plate17_CD_Uniformity
1.523,1.411,1.435,1.440,1.526,1.447,1.382,1.306,1.399,1.313,1.295,1.134,Plate17_CD_Uniformity
1.429,1.433,1.473,1.506,1.422,1.416,1.374,1.410,1.403,1.214,1.279,1.164,Plate17_CD_Uniformity
1.413,1.516,1.479,1.420,1.398,1.435,1.411,1.413,1.359,1.348,1.246,1.207,Plate17_CD_Uniformity
1.432,1.437,1.500,1.478,1.412,1.470,1.348,1.394,1.400,1.317,1.265,1.211,Plate17_CD_Uniformity
1.358,1.411,1.367,1.402,1.441,1.345,1.397,1.305,1.282,1.288,1.203,1.166,Plate17_CD_Uniformity
1.067,1.167,1.332,1.344,1.355,1.367,1.299,1.255,1.294,1.158,1.127,1.125,Plate17_CD_Uniformity
0.038,0.039,0.036,0.043,0.082,0.052,0.066,0.076,0.070,0.063,0.097,0.069,Plate18_AB_BMin
0.071,1.653,1.469,1.309,1.223,0.858,0.646,0.401,0.249,0.206,0.174,0.145,Plate18_AB_BMin
0.117,1.646,1.677,1.628,1.489,1.395,1.134,0.857,0.514,0.396,0.291,0.217,Plate18_AB_BMin
0.083,1.389,1.250,1.014,0.803,0.625,0.408,0.252,0.196,0.148,0.139,0.150,Plate18_AB_BMin
0.082,1.426,1.231,1.017,0.774,0.540,0.362,0.249,0.158,0.144,0.133,0.136,Plate18_AB_BMin
0.109,1.601,1.598,1.581,1.475,1.331,1.138,0.783,0.447,0.377,0.241,0.178,Plate18_AB_BMin
0.069,1.714,1.579,1.398,1.092,0.855,0.573,0.387,0.255,0.202,0.169,0.143,Plate18_AB_BMin
0.083,0.066,0.058,0.061,0.056,0.054,0.066,0.054,0.065,0.063,0.059,0.073,Plate18_AB_BMin
0.040,0.020,0.022,0.049,0.031,0.047,0.055,0.047,0.041,0.060,0.068,0.066,Plate19_AB_120Min
0.073,1.331,1.380,1.166,0.984,0.784,0.580,0.341,0.219,0.174,0.162,0.116,Plate19_AB_120Min
0.106,1.399,1.112,0.857,0.705,0.483,0.303,0.204,0.166,0.130,0.113,0.117,Plate19_AB_120Min
0.083,1.291,1.173,0.923,0.729,0.477,0.306,0.215,0.157,0.128,0.122,0.113,Plate19_AB_120Min
0.080,1.279,1.163,0.969,0.661,0.431,0.309,0.199,0.156,0.111,0.105,0.103,Plate19_AB_120Min
0.095,1.460,1.131,0.937,0.704,0.490,0.300,0.189,0.147,0.131,0.142,0.109,Plate19_AB_120Min
0.061,1.519,1.286,1.168,1.022,0.797,0.538,0.312,0.221,0.193,0.171,0.146,Plate19_AB_120Min
0.079,0.087,0.063,0.064,0.071,0.076,0.064,0.081,0.067,0.093,0.053,0.083,Plate19_AB_120Min
0.044,0.025,0.038,0.043,0.064,0.053,0.073,0.068,0.063,0.050,0.054,0.066,Plate20_CD_Aparallelism
0.083,1.682,1.630,1.457,1.256,0.989,0.676,0.389,0.230,0.143,0.115,0.129,Plate20_CD_Aparallelism
0.081,1.166,1.211,1.080,0.968,0.744,0.428,0.246,0.169,0.135,0.114,0.104,Plate20_CD_Aparallelism
0.080,1.546,1.353,1.178,0.995,0.658,0.430,0.266,0.172,0.123,0.106,0.102,Plate20_CD_Aparallelism
0.076,1.593,1.346,1.243,0.998,0.652,0.405,0.268,0.165,0.123,0.094,0.090,Plate20_CD_Aparallelism
0.107,1.282,1.153,1.099,0.957,0.680,0.453,0.262,0.168,0.131,0.111,0.092,Plate20_CD_Aparallelism
0.075,1.763,1.641,1.508,1.297,1.063,0.732,0.409,0.243,0.152,0.131,0.125,Plate20_CD_Aparallelism
0.099,0.065,0.061,0.072,0.061,0.066,0.063,0.068,0.071,0.066,0.076,0.071,Plate20_CD_Aparallelism
0.058,0.040,0.052,0.064,0.066,0.075,0.062,0.075,0.077,0.074,0.068,0.061,Plate21_CD_Bparallelism
0.098,1.957,1.870,1.673,1.520,1.174,0.888,0.508,0.306,0.198,0.128,0.118,Plate21_CD_Bparallelism
0.101,1.941,1.950,2.046,1.834,1.694,1.414,0.964,0.522,0.347,0.237,0.197,Plate21_CD_Bparallelism
0.112,1.789,1.509,1.302,1.062,0.771,0.536,0.346,0.211,0.157,0.130,0.121,Plate21_CD_Bparallelism
0.094,1.786,1.537,1.331,1.168,0.819,0.580,0.335,0.222,0.147,0.132,0.117,Plate21_CD_Bparallelism
0.117,2.064,1.989,2.120,2.066,1.825,1.502,0.947,0.619,0.350,0.246,0.215,Plate21_CD_Bparallelism
0.114,1.924,1.860,1.749,1.664,1.265,0.912,0.549,0.330,0.229,0.151,0.135,Plate21_CD_Bparallelism
0.110,0.086,0.086,0.087,0.104,0.099,0.086,0.097,0.100,0.095,0.106,0.104,Plate21_CD_Bparallelism
0.075,0.049,0.056,0.056,0.050,0.048,0.046,0.071,0.046,0.079,0.064,0.086,Plate22_AB_BMin
0.099,1.712,1.617,1.407,1.214,1.026,0.737,0.495,0.306,0.215,0.165,0.150,Plate22_AB_BMin
0.205,1.633,1.652,1.815,1.757,1.717,1.603,1.232,1.031,0.680,0.393,0.254,Plate22_AB_BMin
0.142,1.608,1.330,1.118,0.919,0.705,0.497,0.333,0.221,0.171,0.157,0.112,Plate22_AB_BMin
0.136,1.527,1.346,1.123,0.907,0.690,0.492,0.298,0.242,0.164,0.144,0.113,Plate22_AB_BMin
0.101,1.536,1.626,1.671,1.722,1.588,1.476,1.189,0.857,0.618,0.384,0.266,Plate22_AB_BMin
0.123,1.636,1.557,1.464,1.279,0.986,0.689,0.474,0.363,0.211,0.160,0.146,Plate22_AB_BMin
0.147,0.091,0.095,0.123,0.103,0.095,0.081,0.072,0.104,0.096,0.103,0.070,Plate22_AB_BMin
1.324,1.322,1.299,1.338,1.354,1.351,1.368,1.428,1.426,1.314,1.413,1.299,Plate23_AB_Uniformity
1.308,1.374,1.333,1.382,1.418,1.411,1.405,1.378,1.364,1.358,1.407,1.348,Plate23_AB_Uniformity
1.495,1.485,1.489,1.458,1.518,1.500,1.643,1.544,1.568,1.541,1.477,1.343,Plate23_AB_Uniformity
1.419,1.533,1.449,1.507,1.473,1.533,1.576,1.564,1.594,1.487,1.399,1.340,Plate23_AB_Uniformity
1.466,1.466,1.537,1.573,1.505,1.588,1.548,1.521,1.550,1.464,1.411,1.321,Plate23_AB_Uniformity
1.380,1.525,1.483,1.457,1.439,1.540,1.562,1.599,1.489,1.476,1.495,1.291,Plate23_AB_Uniformity
1.332,1.447,1.545,1.438,1.468,1.392,1.368,1.485,1.413,1.493,1.392,1.254,Plate23_AB_Uniformity
1.065,1.211,1.236,1.358,1.227,1.278,1.275,1.407,1.273,1.333,1.194,1.232,Plate23_AB_Uniformity
0.063,0.045,0.041,0.064,0.062,0.052,0.056,0.074,0.080,0.073,0.067,0.065,Plate24_CD_Aparallelism
0.111,1.760,1.774,1.447,1.323,0.964,0.664,0.454,0.285,0.199,0.135,0.151,Plate24_CD_Aparallelism
0.078,1.383,1.277,1.287,1.090,0.924,0.705,0.512,0.319,0.209,0.243,0.140,Plate24_CD_Aparallelism
0.080,1.573,1.411,1.129,0.927,0.655,0.439,0.291,0.180,0.142,0.120,0.121,Plate24_CD_Aparallelism
0.081,1.506,1.302,1.070,0.922,0.689,0.433,0.306,0.217,0.131,0.108,0.081,Plate24_CD_Aparallelism
0.088,1.361,1.257,1.250,1.181,0.942,0.768,0.490,0.334,0.308,0.148,0.153,Plate24_CD_Aparallelism
0.167,1.987,1.702,1.534,1.375,1.080,0.711,0.483,0.293,0.178,0.137,0.117,Plate24_CD_Aparallelism
0.120,0.064,0.070,0.070,0.079,0.065,0.078,0.071,0.082,0.066,0.081,0.114,Plate24_CD_Aparallelism
0.044,0.036,0.032,0.042,0.043,0.055,0.055,0.057,0.058,0.051,0.061,0.049,Plate25_CD_Bparallelism
0.086,1.882,1.742,1.586,1.295,1.045,0.713,0.425,0.266,0.168,0.129,0.202,Plate25_CD_Bparallelism
0.081,1.785,1.818,1.894,1.811,1.718,1.511,1.205,0.802,0.512,0.301,0.181,Plate25_CD_Bparallelism
0.085,1.606,1.397,1.211,0.916,0.658,0.430,0.267,0.189,0.125,0.106,0.085,Plate25_CD_Bparallelism
0.082,1.622,1.381,1.121,0.873,0.638,0.411,0.295,0.175,0.124,0.102,0.085,Plate25_CD_Bparallelism
0.070,1.854,1.938,1.923,1.832,1.808,1.564,1.269,0.882,0.536,0.322,0.194,Plate25_CD_Bparallelism
0.083,1.949,1.656,1.574,1.317,0.997,0.703,0.479,0.287,0.172,0.134,0.119,Plate25_CD_Bparallelism
0.073,0.050,0.054,0.064,0.065,0.054,0.064,0.062,0.058,0.068,0.067,0.081,Plate25_CD_Bparallelism
0.083,0.043,0.058,0.069,0.087,0.079,0.074,0.067,0.067,0.071,0.079,0.082,Plate26_CD_Aparallelism
0.140,1.817,1.796,1.569,1.430,1.231,0.835,0.683,0.341,0.228,0.194,0.227,Plate26_CD_Aparallelism
0.126,1.642,1.396,1.365,1.427,1.112,0.872,0.577,0.425,0.286,0.212,0.278,Plate26_CD_Aparallelism
0.136,1.698,1.556,1.255,1.054,0.809,0.543,0.360,0.253,0.250,0.169,0.162,Plate26_CD_Aparallelism
0.120,1.675,1.408,1.340,1.025,0.778,0.551,0.374,0.276,0.218,0.153,0.222,Plate26_CD_Aparallelism
0.129,1.428,1.352,1.462,1.296,1.422,0.909,0.646,0.424,0.783,0.244,0.326,Plate26_CD_Aparallelism
0.118,1.820,1.697,1.730,1.385,1.170,0.877,0.629,0.455,0.269,0.243,0.326,Plate26_CD_Aparallelism
0.113,0.091,0.078,0.082,0.085,0.109,0.091,0.111,0.090,0.095,0.107,0.111,Plate26_CD_Aparallelism
1.120,1.103,1.031,1.032,1.100,1.079,1.159,1.087,1.081,1.036,1.012,0.977,Plate27_CD_Uniformity
1.129,1.140,1.165,1.224,1.196,1.215,1.230,1.079,1.103,1.077,1.073,0.997,Plate27_CD_Uniformity
1.248,1.182,1.258,1.206,1.256,1.254,1.288,1.246,1.187,1.069,1.117,0.966,Plate27_CD_Uniformity
1.277,1.246,1.220,1.221,1.210,1.292,1.308,1.236,1.119,1.062,1.115,1.029,Plate27_CD_Uniformity
1.159,1.253,1.249,1.297,1.282,1.259,1.194,1.155,1.145,1.062,1.107,1.069,Plate27_CD_Uniformity
1.154,1.185,1.241,1.194,1.246,1.199,1.246,1.196,1.085,1.024,1.083,0.941,Plate27_CD_Uniformity
1.166,1.216,1.143,1.191,1.175,1.112,1.119,1.130,1.019,1.059,0.976,0.953,Plate27_CD_Uniformity
1.145,1.144,1.110,1.190,1.103,1.082,1.030,1.021,1.048,0.935,0.990,0.962,Plate27_CD_Uniformity
0.089,0.049,0.046,0.062,0.065,0.070,0.084,0.080,0.085,0.100,0.086,0.085,Plate28_AB_BMaxTime
0.114,2.443,2.287,2.052,1.850,1.564,1.073,0.757,0.491,0.309,0.195,0.201,Plate28_AB_BMaxTime
0.096,2.224,2.409,2.437,2.416,2.409,2.142,1.911,1.424,0.920,0.578,0.429,Plate28_AB_BMaxTime
0.106,2.088,1.936,1.732,1.300,1.062,0.648,0.452,0.268,0.182,0.157,0.161,Plate28_AB_BMaxTime
0.123,2.082,2.002,1.581,1.431,1.032,0.698,0.445,0.271,0.239,0.156,0.141,Plate28_AB_BMaxTime
0.158,2.541,2.386,2.448,2.354,2.495,2.186,1.960,1.527,0.977,0.576,0.516,Plate28_AB_BMaxTime
0.124,2.468,2.269,2.166,1.885,1.512,1.154,0.799,0.481,0.298,0.206,0.283,Plate28_AB_BMaxTime
0.148,0.086,0.344,0.095,0.076,0.081,0.086,0.100,0.096,0.088,0.093,0.107,Plate28_AB_BMaxTime
1.212,1.237,1.153,0.869,1.181,1.311,1.192,1.296,1.202,1.241,1.203,1.117,Plate29_AB_Uniformity
1.082,1.282,1.260,1.331,1.380,1.325,1.380,1.307,1.328,1.346,1.242,1.205,Plate29_AB_Uniformity
